recorder_config,benchmark,variant,seed,workload_scale,replay_status,negative_replay_status,event_match,final_signature_match,capsule_bytes,events,notes
minimal,interrupt_race_bug,fixed,3,long,PASS,REJECT,PASS,PASS,84,4,replay-critical MMIO/interrupt/external-input boundary-event capture
core,interrupt_race_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,interrupt_race_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,interrupt_race_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,interrupt_race_bug,fixed,3,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,interrupt_race_bug,fixed,4,long,PASS,REJECT,PASS,PASS,84,4,replay-critical MMIO/interrupt/external-input boundary-event capture
core,interrupt_race_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,interrupt_race_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,interrupt_race_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,interrupt_race_bug,fixed,4,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,interrupt_race_bug,fixed,5,long,PASS,REJECT,PASS,PASS,84,4,replay-critical MMIO/interrupt/external-input boundary-event capture
core,interrupt_race_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,interrupt_race_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,interrupt_race_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,interrupt_race_bug,fixed,5,long,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,interrupt_race_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,84,4,replay-critical MMIO/interrupt/external-input boundary-event capture
core,interrupt_race_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,interrupt_race_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,interrupt_race_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,interrupt_race_bug,fixed,1,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,interrupt_race_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,84,4,replay-critical MMIO/interrupt/external-input boundary-event capture
core,interrupt_race_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,interrupt_race_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,interrupt_race_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,interrupt_race_bug,fixed,2,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,interrupt_race_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,84,4,replay-critical MMIO/interrupt/external-input boundary-event capture
core,interrupt_race_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,interrupt_race_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,interrupt_race_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,interrupt_race_bug,fixed,3,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,interrupt_race_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,84,4,replay-critical MMIO/interrupt/external-input boundary-event capture
core,interrupt_race_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,interrupt_race_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,interrupt_race_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,interrupt_race_bug,fixed,4,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,interrupt_race_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,84,4,replay-critical MMIO/interrupt/external-input boundary-event capture
core,interrupt_race_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,ReplayCapsule-RV property-relevant capture mode
hashed,interrupt_race_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,core capture mode; hash evidence is carried by signatures
diagnostic,interrupt_race_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode
full,interrupt_race_bug,fixed,5,stress,PASS,REJECT,PASS,PASS,344064,16384,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,84,4,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,84,4,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode
full,mmio_ordering_bug,failing,1,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,84,4,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,84,4,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode
full,mmio_ordering_bug,failing,2,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,84,4,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,84,4,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode
full,mmio_ordering_bug,failing,3,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,84,4,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,84,4,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode
full,mmio_ordering_bug,failing,4,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,84,4,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,84,4,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode
full,mmio_ordering_bug,failing,5,smoke,PASS,REJECT,PASS,PASS,357,17,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,1,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,1,short,PASS,REJECT,PASS,PASS,2751,131,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,1,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,1,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode
full,mmio_ordering_bug,failing,1,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,2,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,2,short,PASS,REJECT,PASS,PASS,2751,131,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,2,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,2,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode
full,mmio_ordering_bug,failing,2,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,3,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,3,short,PASS,REJECT,PASS,PASS,2751,131,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,3,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,3,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode
full,mmio_ordering_bug,failing,3,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,4,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,4,short,PASS,REJECT,PASS,PASS,2751,131,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,4,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,4,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode
full,mmio_ordering_bug,failing,4,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,5,short,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,5,short,PASS,REJECT,PASS,PASS,2751,131,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,5,short,PASS,REJECT,PASS,PASS,2751,131,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,5,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode
full,mmio_ordering_bug,failing,5,short,PASS,REJECT,PASS,PASS,11172,532,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,1,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,1,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,1,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,1,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode
full,mmio_ordering_bug,failing,1,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,2,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,2,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,2,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,2,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode
full,mmio_ordering_bug,failing,2,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,3,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,3,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,3,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,3,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode
full,mmio_ordering_bug,failing,3,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,4,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,4,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,4,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,4,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode
full,mmio_ordering_bug,failing,4,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,5,medium,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,5,medium,PASS,REJECT,PASS,PASS,10815,515,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,5,medium,PASS,REJECT,PASS,PASS,10815,515,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,5,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode
full,mmio_ordering_bug,failing,5,medium,PASS,REJECT,PASS,PASS,43428,2068,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,1,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,1,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,1,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,1,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode
full,mmio_ordering_bug,failing,1,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,2,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,2,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,2,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,2,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode
full,mmio_ordering_bug,failing,2,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,3,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,3,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,3,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,3,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode
full,mmio_ordering_bug,failing,3,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,4,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,4,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,4,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,4,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode
full,mmio_ordering_bug,failing,4,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,5,long,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,5,long,PASS,REJECT,PASS,PASS,43071,2051,ReplayCapsule-RV property-relevant capture mode
hashed,mmio_ordering_bug,failing,5,long,PASS,REJECT,PASS,PASS,43071,2051,core capture mode; hash evidence is carried by signatures
diagnostic,mmio_ordering_bug,failing,5,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode
full,mmio_ordering_bug,failing,5,long,PASS,REJECT,PASS,PASS,172452,8212,capture-all diagnostic mode with strongest status evidence
minimal,mmio_ordering_bug,failing,1,stress,PASS,REJECT,PASS,PASS,21,1,replay-critical MMIO/interrupt/external-input boundary-event capture
core,mmio_ordering_bug,failing,1,stress,PASS,REJECT,PASS,PASS,172095,8195,ReplayCapsule-RV property-relevant capture mode
